,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
111,1528761600.0,25320.69921875,25320.69921875,25320.69921875,25320.69921875,224643667,0,0
112,1528848000.0,25201.19921875,25201.19921875,25201.19921875,25201.19921875,273253206,0,0
113,1528934400.0,25175.30078125,25175.30078125,25175.30078125,25175.30078125,284625051,0,0
114,1529020800.0,25090.5,25090.5,25090.5,25090.5,428399016,0,0
115,1529280000.0,24987.5,24987.5,24987.5,24987.5,275880960,0,0
116,1529366400.0,24700.19921875,24700.19921875,24700.19921875,24700.19921875,310727970,0,0
117,1529452800.0,24657.80078125,24657.80078125,24657.80078125,24657.80078125,312731529,0,0
118,1529539200.0,24461.69921875,24461.69921875,24461.69921875,24461.69921875,306150500,0,0
119,1529625600.0,24580.900390625,24580.900390625,24580.900390625,24580.900390625,284499897,0,0
120,1529884800.0,24252.80078125,24252.80078125,24252.80078125,24252.80078125,369929236,0,0
121,1529971200.0,24283.099609375,24283.099609375,24283.099609375,24283.099609375,253440808,0,0
122,1530057600.0,24117.599609375,24117.599609375,24117.599609375,24117.599609375,270503172,0,0
123,1530144000.0,24216.0,24216.0,24216.0,24216.0,270982601,0,0
124,1530230400.0,24271.400390625,24271.400390625,24271.400390625,24271.400390625,260247308,0,0
125,1530489600.0,24307.19921875,24307.19921875,24307.19921875,24307.19921875,211720172,0,0
126,1530576000.0,24174.80078125,24174.80078125,24174.80078125,24174.80078125,160955003,0,0
127,1530748800.0,24356.69921875,24356.69921875,24356.69921875,24356.69921875,201901567,0,0
128,1530835200.0,24456.5,24456.5,24456.5,24456.5,185637935,0,0
129,1531094400.0,24776.599609375,24776.599609375,24776.599609375,24776.599609375,202737561,0,0
130,1531180800.0,24919.69921875,24919.69921875,24919.69921875,24919.69921875,199272852,0,0
131,1531267200.0,24700.400390625,24700.400390625,24700.400390625,24700.400390625,207807236,0,0
132,1531353600.0,24924.900390625,24924.900390625,24924.900390625,24924.900390625,195989760,0,0
133,1531440000.0,25019.400390625,25019.400390625,25019.400390625,25019.400390625,219740899,0,0
134,1531699200.0,25064.400390625,25064.400390625,25064.400390625,25064.400390625,194193915,0,0
135,1531785600.0,25119.900390625,25119.900390625,25119.900390625,25119.900390625,214575738,0,0
136,1531872000.0,25199.30078125,25199.30078125,25199.30078125,25199.30078125,209860447,0,0
137,1531958400.0,25064.5,25064.5,25064.5,25064.5,237909233,0,0
138,1532044800.0,25058.099609375,25058.099609375,25058.099609375,25058.099609375,228568764,0,0
139,1532304000.0,25044.30078125,25044.30078125,25044.30078125,25044.30078125,192756088,0,0
140,1532390400.0,25241.900390625,25241.900390625,25241.900390625,25241.900390625,239402351,0,0
141,1532476800.0,25414.099609375,25414.099609375,25414.099609375,25414.099609375,238433780,0,0
142,1532563200.0,25527.099609375,25527.099609375,25527.099609375,25527.099609375,237812678,0,0
143,1532649600.0,25451.099609375,25451.099609375,25451.099609375,25451.099609375,298782500,0,0
144,1532908800.0,25306.80078125,25306.80078125,25306.80078125,25306.80078125,264161792,0,0
145,1532995200.0,25415.19921875,25415.19921875,25415.19921875,25415.19921875,279603253,0,0
146,1533081600.0,25333.80078125,25333.80078125,25333.80078125,25333.80078125,283036200,0,0
147,1533168000.0,25326.19921875,25326.19921875,25326.19921875,25326.19921875,274336245,0,0
148,1533254400.0,25462.599609375,25462.599609375,25462.599609375,25462.599609375,199405001,0,0
149,1533513600.0,25502.19921875,25502.19921875,25502.19921875,25502.19921875,197227919,0,0
150,1533600000.0,25628.900390625,25628.900390625,25628.900390625,25628.900390625,200865519,0,0
151,1533686400.0,25583.80078125,25583.80078125,25583.80078125,25583.80078125,185013531,0,0
152,1533772800.0,25509.19921875,25509.19921875,25509.19921875,25509.19921875,186828589,0,0
153,1533859200.0,25313.099609375,25313.099609375,25313.099609375,25313.099609375,197109811,0,0
154,1534118400.0,25187.69921875,25187.69921875,25187.69921875,25187.69921875,187025374,0,0
155,1534204800.0,25299.900390625,25299.900390625,25299.900390625,25299.900390625,190140430,0,0
156,1534291200.0,25162.400390625,25162.400390625,25162.400390625,25162.400390625,259043802,0,0
157,1534377600.0,25558.69921875,25558.69921875,25558.69921875,25558.69921875,302726450,0,0
158,1534464000.0,25669.30078125,25669.30078125,25669.30078125,25669.30078125,244961195,0,0
159,1534723200.0,25758.69921875,25758.69921875,25758.69921875,25758.69921875,213168719,0,0
160,1534809600.0,25822.30078125,25822.30078125,25822.30078125,25822.30078125,202804144,0,0
161,1534896000.0,25733.599609375,25733.599609375,25733.599609375,25733.599609375,171099470,0,0
162,1534982400.0,25657.0,25657.0,25657.0,25657.0,180616649,0,0
163,1535068800.0,25790.400390625,25790.400390625,25790.400390625,25790.400390625,163616677,0,0
164,1535328000.0,26049.599609375,26049.599609375,26049.599609375,26049.599609375,189176621,0,0
165,1535414400.0,26064.0,26064.0,26064.0,26064.0,179939225,0,0
166,1535500800.0,26124.599609375,26124.599609375,26124.599609375,26124.599609375,183475477,0,0
167,1535587200.0,25986.900390625,25986.900390625,25986.900390625,25986.900390625,215062062,0,0
168,1535673600.0,25964.80078125,25964.80078125,25964.80078125,25964.80078125,200155604,0,0
169,1536019200.0,25952.5,25952.5,25952.5,25952.5,216192742,0,0
170,1536105600.0,25975.0,25975.0,25975.0,25975.0,236175907,0,0
171,1536192000.0,25995.900390625,25995.900390625,25995.900390625,25995.900390625,220391617,0,0
172,1536278400.0,25916.5,25916.5,25916.5,25916.5,230770058,0,0
173,1536537600.0,25991.900390625,26040.0,25854.099609375,25857.099609375,205994588,0,0
174,1536624000.0,25841.099609375,26019.900390625,25754.30078125,25971.099609375,223559422,0,0
175,1536710400.0,25989.099609375,26145.69921875,25929.400390625,25998.900390625,246692221,0,0
176,1536796800.0,26083.900390625,26191.599609375,26067.099609375,26146.0,219259376,0,0
177,1536883200.0,26169.599609375,26211.099609375,26068.30078125,26154.69921875,194422367,0,0
178,1537142400.0,26151.69921875,26184.5,26030.30078125,26062.099609375,188748269,0,0
179,1537228800.0,26076.19921875,26317.30078125,26076.19921875,26247.0,204609318,0,0
180,1537315200.0,26287.80078125,26464.400390625,26280.80078125,26405.80078125,211253109,0,0
181,1537401600.0,26519.400390625,26697.5,26519.400390625,26657.0,217321075,0,0
182,1537488000.0,26726.19921875,26769.19921875,26680.400390625,26743.5,354299247,0,0
183,1537747200.0,26705.19921875,26709.900390625,26548.69921875,26562.0,205165365,0,0
184,1537833600.0,26601.599609375,26634.80078125,26475.599609375,26492.19921875,190846519,0,0
185,1537920000.0,26536.900390625,26606.099609375,26349.30078125,26385.30078125,213727451,0,0
186,1538006400.0,26418.30078125,26557.0,26379.900390625,26439.900390625,183260040,0,0
187,1538092800.0,26407.69921875,26515.80078125,26383.599609375,26458.30078125,204321757,0,0
188,1538352000.0,26598.400390625,26738.0,26596.099609375,26651.19921875,195337224,0,0
189,1538438400.0,26648.900390625,26824.80078125,26627.69921875,26773.900390625,210512761,0,0
190,1538524800.0,26833.5,26951.80078125,26789.099609375,26828.400390625,234152711,0,0
191,1538611200.0,26784.099609375,26793.80078125,26471.599609375,26627.5,254319300,0,0
192,1538697600.0,26632.80078125,26676.19921875,26301.80078125,26447.099609375,232024487,0,0
193,1538956800.0,26399.400390625,26529.30078125,26223.099609375,26486.80078125,226715763,0,0
194,1539043200.0,26469.19921875,26539.900390625,26324.19921875,26430.599609375,242445502,0,0
195,1539129600.0,26441.69921875,26441.69921875,25593.69921875,25598.69921875,378562745,0,0
196,1539216000.0,25518.400390625,25683.599609375,24899.80078125,25052.80078125,472734109,0,0
197,1539302400.0,25407.599609375,25467.599609375,25000.80078125,25340.0,343649428,0,0
198,1539561600.0,25332.5,25482.400390625,25246.80078125,25250.599609375,235328874,0,0
199,1539648000.0,25351.5,25817.69921875,25351.5,25798.400390625,263496067,0,0
200,1539734400.0,25705.900390625,25810.099609375,25479.19921875,25706.69921875,250883585,0,0
201,1539820800.0,25645.599609375,25691.5,25236.0,25379.5,284883275,0,0
202,1539907200.0,25421.099609375,25608.69921875,25350.0,25444.30078125,306334644,0,0
203,1540166400.0,25492.099609375,25561.30078125,25236.099609375,25317.400390625,271493026,0,0
204,1540252800.0,25038.5,25307.69921875,24768.80078125,25191.400390625,403655867,0,0
205,1540339200.0,25172.900390625,25306.19921875,24533.19921875,24583.400390625,437073207,0,0
206,1540425600.0,24736.5,25104.30078125,24645.599609375,24984.599609375,383139096,0,0
207,1540512000.0,24770.19921875,24916.19921875,24445.19921875,24688.30078125,440802767,0,0
208,1540771200.0,24819.0,25040.599609375,24122.19921875,24442.900390625,389637830,0,0
209,1540857600.0,24482.0,24906.69921875,24415.69921875,24874.599609375,405924570,0,0
210,1540944000.0,25008.80078125,25336.599609375,25008.80078125,25115.80078125,363814195,0,0
211,1541030400.0,25142.099609375,25396.5,25108.099609375,25380.69921875,324718670,0,0
212,1541116800.0,25443.599609375,25579.0,25078.69921875,25270.80078125,367164843,0,0
213,1541376000.0,25261.5,25507.30078125,25261.5,25461.69921875,278392440,0,0
214,1541462400.0,25452.80078125,25651.900390625,25444.900390625,25635.0,221986796,0,0
215,1541548800.0,25788.5,26200.099609375,25765.900390625,26180.30078125,288695421,0,0
216,1541635200.0,26139.599609375,26277.80078125,26081.900390625,26191.19921875,250976310,0,0
217,1541721600.0,26149.099609375,26161.5,25882.900390625,25989.30078125,268971162,0,0
218,1541980800.0,25959.30078125,25966.69921875,25340.5,25387.19921875,296060152,0,0
219,1542067200.0,25321.19921875,25511.0,25193.80078125,25288.400390625,294581098,0,0
220,1542153600.0,25388.099609375,25501.30078125,24935.80078125,25080.5,331406778,0,0
221,1542240000.0,25061.5,25354.599609375,24787.80078125,25289.30078125,337374191,0,0
222,1542326400.0,25242.30078125,25510.19921875,25147.80078125,25420.30078125,295194565,0,0
223,1542585600.0,25392.599609375,25392.599609375,24901.0,25017.400390625,303524610,0,0
224,1542672000.0,24618.69921875,24707.30078125,24369.0,24465.599609375,394244929,0,0
225,1542758400.0,24541.69921875,24669.80078125,24463.30078125,24464.69921875,245318453,0,0
226,1542931200.0,24336.400390625,24408.80078125,24268.69921875,24286.0,155942556,0,0
227,1543190400.0,24364.099609375,24673.30078125,24364.099609375,24638.5,251943807,0,0
228,1543276800.0,24557.0,24750.69921875,24416.0,24748.69921875,264725159,0,0
229,1543363200.0,24832.80078125,25368.900390625,24832.80078125,25366.400390625,308153950,0,0
230,1543449600.0,25343.69921875,25479.0,25202.80078125,25338.80078125,272328196,0,0
231,1543536000.0,25307.099609375,25549.69921875,25251.0,25538.5,286871478,0,0
232,1543795200.0,25779.599609375,25980.19921875,25670.5,25826.400390625,323970214,0,0
233,1543881600.0,25752.599609375,25773.099609375,25008.099609375,25039.400390625,338887508,0,0
234,1544054400.0,24737.400390625,24951.0,24242.19921875,24947.69921875,403324920,0,0
235,1544140800.0,24918.80078125,25095.599609375,24284.80078125,24393.69921875,329643675,0,0
236,1544400000.0,24360.900390625,24500.80078125,23881.400390625,24423.30078125,334090660,0,0
237,1544486400.0,24719.900390625,24791.30078125,24221.099609375,24370.19921875,298911089,0,0
238,1544572800.0,24509.099609375,24828.30078125,24509.099609375,24533.69921875,271794610,0,0
239,1544659200.0,24575.900390625,24741.0,24473.30078125,24597.400390625,253848552,0,0
240,1544745600.0,24408.0,24431.099609375,24033.80078125,24105.0,351136935,0,0
241,1545004800.0,23986.80078125,24088.099609375,23456.900390625,23593.0,383728453,0,0
242,1545091200.0,23769.099609375,23927.80078125,23516.0,23675.599609375,338083345,0,0
243,1545177600.0,23693.30078125,24057.30078125,23162.599609375,23323.69921875,424732626,0,0
244,1545264000.0,23224.099609375,23282.19921875,22644.30078125,22859.599609375,486177826,0,0
245,1545350400.0,22871.69921875,23254.599609375,22396.30078125,22445.400390625,596193053,0,0
246,1545609600.0,22317.30078125,22339.900390625,21792.19921875,21792.19921875,308419010,0,0
247,1545782400.0,21857.69921875,22877.099609375,21712.5,22873.19921875,364880733,0,0
248,1545868800.0,22629.099609375,23126.5,22267.400390625,23138.80078125,329506488,0,0
249,1545955200.0,23213.599609375,23381.900390625,22981.30078125,23062.400390625,294542709,0,0
250,1546214400.0,23153.900390625,23329.5,23118.30078125,23327.5,231032264,0,0
251,1546387200.0,23058.599609375,23413.5,22928.599609375,23340.69921875,260067559,0,0
252,1546473600.0,23176.400390625,23176.400390625,22638.400390625,22686.19921875,364601230,0,0
253,1546560000.0,22894.900390625,23518.599609375,22894.900390625,23428.19921875,328221312,0,0
254,1546819200.0,23474.30078125,23687.69921875,23301.599609375,23531.30078125,272309900,0,0
255,1546905600.0,23680.30078125,23864.69921875,23581.400390625,23786.19921875,271560217,0,0
256,1546992000.0,23844.30078125,23985.400390625,23776.599609375,23879.099609375,281743455,0,0
257,1547078400.0,23811.099609375,24014.80078125,23703.19921875,24001.900390625,267155242,0,0
258,1547164800.0,23940.0,23996.30078125,23798.19921875,23995.900390625,220294680,0,0
259,1547424000.0,23880.5,23964.900390625,23765.19921875,23909.80078125,208269471,0,0
260,1547510400.0,23914.099609375,24099.099609375,23887.900390625,24065.599609375,252997448,0,0
261,1547596800.0,24139.900390625,24288.599609375,24119.69921875,24207.19921875,258410361,0,0
262,1547683200.0,24147.099609375,24474.5,24088.900390625,24370.099609375,247983882,0,0
263,1547769600.0,24534.19921875,24747.30078125,24459.0,24706.30078125,319926669,0,0
264,1548115200.0,24607.80078125,24607.80078125,24244.30078125,24404.5,264888777,0,0
265,1548201600.0,24577.19921875,24701.0,24307.19921875,24575.599609375,272955877,0,0
266,1548288000.0,24580.0,24626.30078125,24422.69921875,24553.19921875,273490986,0,0
267,1548374400.0,24687.19921875,24860.19921875,24676.80078125,24732.400390625,325443604,0,0
268,1548633600.0,24597.0,24597.0,24323.900390625,24528.19921875,296593846,0,0
269,1548720000.0,24519.599609375,24674.900390625,24504.0,24578.400390625,287361357,0,0
270,1548806400.0,24826.5,25109.599609375,24790.900390625,25014.900390625,354060088,0,0
271,1548892800.0,24954.5,25049.599609375,24842.099609375,24999.69921875,380645608,0,0
272,1548979200.0,25025.30078125,25193.19921875,24982.5,25065.19921875,310805003,0,0
273,1549238400.0,25062.099609375,25236.69921875,24977.69921875,25239.400390625,247142725,0,0
274,1549324800.0,25287.900390625,25427.30078125,25287.69921875,25411.5,254884574,0,0
275,1549411200.0,25371.599609375,25439.0,25312.099609375,25388.80078125,208898882,0,0
276,1549497600.0,25265.80078125,25314.30078125,25000.5,25169.5,248527589,0,0
277,1549584000.0,25042.400390625,25106.400390625,24883.0,25103.900390625,209794579,0,0
278,1549843200.0,25142.80078125,25196.80078125,25009.099609375,25053.099609375,197112470,0,0
279,1549929600.0,25152.0,25459.0,25152.0,25425.80078125,234211054,0,0
280,1550016000.0,25480.900390625,25625.900390625,25480.900390625,25543.30078125,222204221,0,0
281,1550102400.0,25460.69921875,25558.900390625,25308.099609375,25439.400390625,272795805,0,0
282,1550188800.0,25564.599609375,25882.30078125,25564.599609375,25883.19921875,272499170,0,0
283,1550620800.0,25872.30078125,25986.19921875,25846.5,25954.400390625,233904599,0,0
284,1550707200.0,25922.400390625,25938.900390625,25762.19921875,25849.69921875,221574022,0,0
285,1550793600.0,25906.30078125,26052.900390625,25906.30078125,26031.80078125,235656060,0,0
286,1551052800.0,26126.19921875,26241.400390625,26080.69921875,26092.0,234034556,0,0
287,1551139200.0,26051.599609375,26155.30078125,25966.0,26058.0,215348569,0,0
288,1551225600.0,25995.599609375,26039.69921875,25877.19921875,25985.19921875,217648868,0,0
289,1551312000.0,25984.30078125,26029.19921875,25896.599609375,25916.0,238056584,0,0
290,1551398400.0,26019.69921875,26143.900390625,25914.400390625,26026.30078125,239379333,0,0
291,1551657600.0,26122.19921875,26156.0,25611.599609375,25819.599609375,247170065,0,0
292,1551744000.0,25829.099609375,25877.19921875,25725.599609375,25806.599609375,202818040,0,0
293,1551830400.0,25818.80078125,25837.599609375,25633.69921875,25673.5,211290705,0,0
294,1551916800.0,25645.400390625,25645.400390625,25352.599609375,25468.099609375,232731434,0,0
295,1552003200.0,25347.400390625,25466.099609375,25252.5,25450.099609375,232856385,0,0
296,1552262400.0,25208.0,25661.599609375,25208.0,25650.900390625,261117595,0,0
297,1552348800.0,25600.30078125,25675.400390625,25522.19921875,25554.69921875,265828192,0,0
298,1552435200.0,25637.19921875,25776.5,25571.30078125,25702.900390625,272911905,0,0
299,1552521600.0,25692.30078125,25752.80078125,25621.30078125,25709.900390625,238895236,0,0
300,1552608000.0,25721.0,25927.900390625,25649.69921875,25848.900390625,357899700,0,0
301,1552867200.0,25914.099609375,25914.099609375,25914.099609375,25914.099609375,0,0,0
302,1552953600.0,25887.400390625,25887.400390625,25887.400390625,25887.400390625,0,0,0
303,1553040000.0,25745.69921875,25745.69921875,25745.69921875,25745.69921875,0,0,0
304,1553126400.0,25962.5,25962.5,25962.5,25962.5,0,0,0
305,1553212800.0,25502.30078125,25502.30078125,25502.30078125,25502.30078125,0,0,0
306,1553472000.0,25516.80078125,25516.80078125,25516.80078125,25516.80078125,0,0,0
307,1553558400.0,25657.69921875,25657.69921875,25657.69921875,25657.69921875,0,0,0
308,1553644800.0,25625.599609375,25625.599609375,25625.599609375,25625.599609375,0,0,0
309,1553817600.0,25928.69921875,25928.69921875,25928.69921875,25928.69921875,0,0,0
310,1554076800.0,26258.400390625,26258.400390625,26258.400390625,26258.400390625,0,0,0
311,1554249600.0,26218.099609375,26218.099609375,26218.099609375,26218.099609375,0,0,0
312,1554336000.0,26384.599609375,26384.599609375,26384.599609375,26384.599609375,0,0,0
313,1554422400.0,26425.0,26425.0,26425.0,26425.0,0,0,0
314,1554681600.0,26341.0,26341.0,26341.0,26341.0,0,0,0
315,1554768000.0,26150.599609375,26150.599609375,26150.599609375,26150.599609375,0,0,0
316,1554854400.0,26157.19921875,26157.19921875,26157.19921875,26157.19921875,0,0,0
317,1554940800.0,26143.099609375,26143.099609375,26143.099609375,26143.099609375,0,0,0
318,1555027200.0,26412.30078125,26412.30078125,26412.30078125,26412.30078125,0,0,0
319,1555286400.0,26384.80078125,26384.80078125,26384.80078125,26384.80078125,0,0,0
320,1555372800.0,26452.69921875,26452.69921875,26452.69921875,26452.69921875,0,0,0
